# 7SD82-DIF-loopback — Siemens 7SD82 SIPROTEC 5 line differential
# generated 2026-09-05 12:28 from 7SD82.html
# configuration: kv=110; freq=50; len=15; type=cable; iref=600; ich=25; ctAp=600; ctAs=1; ctAstar=line; ctBp=600; ctBs=1; ctBstar=line; stage=loop; vtp=110000; vts=100; vtc=wye; comm=fibre; tprop=0.5; tasym=0.2; sync=pp; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
# Staging is loop. Steps marked "both ends" in CurrentNeededAt need current at the remote end;
# at local-end staging they cannot be run and must be recorded as untested, not as passed.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,V L2,57.735,V,-120.00,50.000,,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,V L3,57.735,V,120.00,50.000,,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I A-L1,1.0000,A,0.00,50.000,end A,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I A-L2,1.0000,A,-120.00,50.000,end A,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I A-L3,1.0000,A,120.00,50.000,end A,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I B-L1,1.0000,A,180.00,50.000,end B,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I B-L2,1.0000,A,60.00,50.000,end B,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
Ich,Charging current compensation,Differential,Quick CMC,points,3,True through current,,,,,I B-L3,1.0000,A,-60.00,50.000,end B,NO DIFFERENTIAL,This is the reference the other two points are measured against,no,both ends
PI,Protection interface and synchronisation,Differential,—,link / no injection,1,Measured delay,,,,,(no injection),,,,,Read the delay the device reports and compare with 0.50 ms,WITHIN TOLERANCE,A reading far from the expected value means the route is not the one on the drawing,nu,
PI,Protection interface and synchronisation,Differential,—,link / no injection,2,Asymmetry,,,,,(no injection),,,,,Read the reported send/receive difference,UNDER 0.20 ms,Ping-pong synchronisation assumes a symmetric path — asymmetry appears directly as a phase error between the ends,nu,
PI,Protection interface and synchronisation,Differential,—,link / no injection,3,Link interrupted,,,,,(no injection),,,,,Disconnect the fibre or disable the channel and hold for longer than 0.100 s,"87L BLOCKS, BACKUP ARMS","Confirm the backup functions actually take over, not just that the differential drops out",op,
PI,Protection interface and synchronisation,Differential,—,link / no injection,4,Link restored,,,,,(no injection),,,,,Reconnect and wait for the interface to resynchronise,87L RETURNS,Note the resynchronisation time — it is dead time on the protection,op,
PI,Protection interface and synchronisation,Differential,—,link / no injection,5,Injection during outage,,,,,(no injection),,,,,"With the link down, apply an internal-fault current at end A",BACKUP CLEARS IT,This is the point that proves the fallback is real rather than nominal,op,
85,Intertrip over the interface,Differential,State Sequencer,sequence (assemble from these steps),1,"A to B, each signal",,,,,(no injection),,,,,Assert each configured bit at end A in turn and confirm the matching output at end B,RECEIVED,One at a time — a swapped pair passes a both-at-once test,op,
85,Intertrip over the interface,Differential,State Sequencer,sequence (assemble from these steps),2,"B to A, each signal",,,,,(no injection),,,,,The same in the other direction,RECEIVED,Both directions are separately configurable and separately wrong,op,
85,Intertrip over the interface,Differential,State Sequencer,sequence (assemble from these steps),3,Transfer time,,,,,(no injection),,,,,Time from assertion at one end to output at the other,ABOUT 15 ms,Against a link delay of 0.50 ms one way — the difference is device processing,nu,
85,Intertrip over the interface,Differential,State Sequencer,sequence (assemble from these steps),4,Link down,,,,,(no injection),,,,,Assert a signal with the interface disconnected,"NOT RECEIVED, ALARM",The receiving end must not hold the last state as though it were live,no,
85,Intertrip over the interface,Differential,State Sequencer,sequence (assemble from these steps),5,Direct transfer trip,,,,,(no injection),,,,,Assert the DTT bit and confirm it trips the remote breaker,REMOTE TRIP,"The one signal that operates plant directly — worth proving on its own, not as part of a batch",op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L1,57.735,V,0.00,50.000,,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L1,2.1000,A,-75.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L1,57.735,V,0.00,50.000,,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L1,1.9000,A,-75.00,50.000,end A,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L1,57.735,V,0.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L2,57.735,V,-120.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L3,57.735,V,120.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L1,4.0000,A,-75.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
50-1,Backup overcurrent stage 1,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,V L1,57.735,V,0.00,50.000,,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,I A-L1,1.2600,A,-75.00,50.000,end A,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,1,Threshold — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,OPERATE,Long operate time — let the characteristic run out,op,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,V L1,57.735,V,0.00,50.000,,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,I A-L1,1.1400,A,-75.00,50.000,end A,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,2,Threshold — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,V L1,57.735,V,0.00,50.000,,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,V L2,57.735,V,-120.00,50.000,,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,V L3,57.735,V,120.00,50.000,,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,I A-L1,2.4000,A,-75.00,50.000,end A,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,3,Timing at 2.0× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,2.006 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,V L1,57.735,V,0.00,50.000,,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,V L2,57.735,V,-120.00,50.000,,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,V L3,57.735,V,120.00,50.000,,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,I A-L1,3.6000,A,-75.00,50.000,end A,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,4,Timing at 3.0× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,1.260 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,V L1,57.735,V,0.00,50.000,,0.856 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,V L2,57.735,V,-120.00,50.000,,0.856 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,V L3,57.735,V,120.00,50.000,,0.856 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,I A-L1,6.0000,A,-75.00,50.000,end A,0.856 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,0.856 s,From the characteristic equation,nu,
51,Backup overcurrent inverse,Backup,Overcurrent,characteristic,5,Timing at 5.0× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,0.856 s,From the characteristic equation,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L1,57.735,V,0.00,50.000,,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L1,0.4200,A,-75.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,1,Threshold — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,OPERATE,Operate within 0.300 s,op,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L1,57.735,V,0.00,50.000,,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L1,0.3800,A,-75.00,50.000,end A,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,2,Threshold — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L1,57.735,V,0.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L2,57.735,V,-120.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,V L3,57.735,V,120.00,50.000,,0.300 s,Measured from the current step to the trip,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L1,0.8000,A,-75.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
50N-1,Backup ground overcurrent,Backup,Overcurrent,pickup+time,3,Timing at 2.0× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,0.300 s,Measured from the current step to the trip,nu,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,V L1,57.735,V,0.00,50.000,,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,V L2,57.735,V,-120.00,50.000,,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,V L3,57.735,V,120.00,50.000,,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,I A-L1,2.0000,A,-75.00,50.000,end A,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,I A-L2,0.0000,A,0.00,50.000,end A,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,1,Isolator closed — stub inactive,,,,,I A-L3,0.0000,A,0.00,50.000,end A,NO STUB TRIP,87L is in service and owns this current instead,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,V L1,57.735,V,0.00,50.000,,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,V L2,57.735,V,-120.00,50.000,,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,V L3,57.735,V,120.00,50.000,,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,I A-L1,1.0500,A,-75.00,50.000,end A,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,2,Isolator open — above threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,TRIP,Operate within 50.0 ms,op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,V L1,57.735,V,0.00,50.000,,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,V L2,57.735,V,-120.00,50.000,,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,V L3,57.735,V,120.00,50.000,,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,I A-L1,0.9500,A,-75.00,50.000,end A,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,3,Isolator open — below threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,NO TRIP,No operation,no,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,V L1,57.735,V,0.00,50.000,,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,V L2,57.735,V,-120.00,50.000,,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,V L3,57.735,V,120.00,50.000,,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,I A-L1,2.0000,A,-75.00,50.000,end A,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,I A-L2,0.0000,A,0.00,50.000,end A,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
Stub,Stub bus protection,Backup,Overcurrent,pickup+time,4,Isolator open — 87L must be out,,,,,I A-L3,0.0000,A,0.00,50.000,end A,"STUB TRIPS, NOT 87L","Watch which function reports it, not just that something operated",op,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,V L1,57.735,V,0.00,50.000,,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,V L2,57.735,V,-120.00,50.000,,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,V L3,57.735,V,120.00,50.000,,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I A-L1,1.0000,A,-75.00,50.000,end A,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I A-L2,1.0000,A,165.00,50.000,end A,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I A-L3,1.0000,A,45.00,50.000,end A,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I B-L1,0.0000,A,0.00,50.000,end B,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I B-L2,0.0000,A,0.00,50.000,end B,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,1,Prefault load,1,1/3,Load,2.000,I B-L3,0.0000,A,0.00,50.000,end B,READY,Cycle counter at zero,nu,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,V L1,17.321,V,0.00,50.000,,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,V L2,17.321,V,-120.00,50.000,,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,V L3,17.321,V,120.00,50.000,,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I A-L1,4.0000,A,-75.00,50.000,end A,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I A-L2,4.0000,A,165.00,50.000,end A,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I A-L3,4.0000,A,45.00,50.000,end A,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I B-L1,0.0000,A,0.00,50.000,end B,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I B-L2,0.0000,A,0.00,50.000,end B,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,2,Fault 1 of 1,1,2/3,Fault 1,0.030,I B-L3,0.0000,A,0.00,50.000,end B,"TRIP, RECLOSE STARTED",87L trips in 30.0 ms and sends intertrip to the far end,op,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,V L1,0.000,V,0.00,50.000,,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,V L2,0.000,V,-120.00,50.000,,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,V L3,0.000,V,120.00,50.000,,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I A-L1,0.0000,A,0.00,50.000,end A,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I A-L2,0.0000,A,0.00,50.000,end A,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I A-L3,0.0000,A,0.00,50.000,end A,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I B-L1,0.0000,A,0.00,50.000,end B,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I B-L2,0.0000,A,0.00,50.000,end B,FINAL TRIP,Scheme blocked until reset,no,
79,Auto-reclose,Automation,State Sequencer,sequence,3,Final trip,1,3/3,Final,3.000,I B-L3,0.0000,A,0.00,50.000,end B,FINAL TRIP,Scheme blocked until reset,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,V L1,57.735,V,0.00,50.000,,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,V L2,57.735,V,-120.00,50.000,,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,V L3,57.735,V,120.00,50.000,,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,I A-L1,0.1050,A,-75.00,50.000,end A,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),1,Detector — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,DETECTOR PICKED UP,Flag only,op,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,V L1,57.735,V,0.00,50.000,,NO PICKUP,Must drop out,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,V L2,57.735,V,-120.00,50.000,,NO PICKUP,Must drop out,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,V L3,57.735,V,120.00,50.000,,NO PICKUP,Must drop out,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,I A-L1,0.0950,A,-75.00,50.000,end A,NO PICKUP,Must drop out,no,
